# This file was produced by samtools stats (1.10+htslib-1.10.2) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats results/recal/B-2.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	3d6eb470	de4bab9b	3fa688b3
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	50000
SN	filtered sequences:	0
SN	sequences:	50000
SN	is sorted:	1
SN	1st fragments:	50000
SN	last fragments:	0
SN	reads mapped:	50000
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	47	# PCR or optical duplicate bit set
SN	reads MQ0:	2537	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	4999468	# ignores clipping
SN	total first fragment length:	4999468	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	4999468	# ignores clipping
SN	bases mapped (cigar):	4999113	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	4700
SN	mismatches:	20708	# from NM fields
SN	error rate:	4.142335e-03	# mismatches / bases mapped (cigar)
SN	average length:	99
SN	average first fragment length:	100
SN	average last fragment length:	0
SN	maximum length:	100
SN	maximum first fragment length:	100
SN	maximum last fragment length:	0
SN	average quality:	26.2
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	14	24813	0	0	25167	0	0	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2028	4834	2565	6686	5545	7775	8054	12512	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	8	9	2063	4810	2414	6592	10936	10733	12430	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	14	2008	4744	2521	6623	10815	10825	12441	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	7	2001	4875	2841	6903	5676	7554	8089	12045	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	6	7	9	2049	5137	3549	7070	10278	10270	11622	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	1947	4935	3103	8353	10999	9726	10926	0	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	6	4	2037	4884	3586	9179	6929	6702	6509	10157	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	7	6	18	2371	6040	5834	11850	11677	12194	0	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	9	24	2615	6279	6470	8286	9100	8397	8815	0
FFQ	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	13	6	293	3053	6839	6432	11716	10856	10787	0	0
FFQ	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	11	10	95	2771	7372	7497	8537	8640	7523	7540	0
FFQ	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	24	18	2032	5806	5383	12049	10416	7217	7051	0	0
FFQ	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	5	42	36	2158	6077	5725	12237	10345	6819	6550	0	0
FFQ	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	5	49	323	3416	8271	8366	11200	9540	8824	0	0
FFQ	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	5	7	89	2491	6470	6193	12464	9895	6429	5953	0	0
FFQ	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	7	42	155	536	3808	8558	8574	10661	9419	8234	0	0
FFQ	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	3	5	15	216	750	3674	7701	5761	13075	10969	7824	0	0
FFQ	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	9	25	255	818	4359	8753	8536	10650	9018	7574	0	0
FFQ	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	3	29	25	316	1025	4551	8951	8533	10379	8746	7436	0	0
FFQ	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	22	151	477	1025	4790	9111	8373	10221	8597	7228	0	0
FFQ	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	8	2	15	65	502	3309	7521	6965	12479	9233	5547	4350	0	0
FFQ	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	25	480	609	1821	4402	9154	8450	9885	8373	6794	0	0
FFQ	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	3	18	125	706	1656	5149	9449	8163	9909	8225	6588	0	0
FFQ	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	40	156	854	1805	5551	9084	8115	9758	8169	6460	0	0
FFQ	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	7	9	62	227	976	1955	5483	9257	7863	9737	8047	6373	0	0
FFQ	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	7	10	88	250	1026	4057	8268	7078	12033	8607	4907	3661	0	0
FFQ	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	11	14	121	335	1177	2307	5606	9278	7867	9340	8003	5935	0	0
FFQ	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	12	25	129	371	1243	2543	5690	9072	7599	9298	8078	5934	0	0
FFQ	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	17	28	148	441	1394	4415	8527	6894	11889	8355	4701	3183	0	0
FFQ	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	15	41	210	493	1527	2663	5772	8936	7619	9318	7649	5752	0	0
FFQ	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	15	27	56	201	583	1560	2792	5823	9111	7467	9120	7685	5554	0	0
FFQ	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	27	53	301	676	1655	2890	5874	8995	7304	9084	7727	5405	0	0
FFQ	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	11	46	64	314	739	1769	3007	5886	8915	7271	8912	7574	5489	0	0
FFQ	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	47	83	340	863	1872	2959	5969	9041	7078	8929	7459	5349	0	0
FFQ	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	10	63	123	426	906	1948	3200	5882	8718	7223	8902	7336	5257	0	0
FFQ	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	18	91	146	490	965	2074	3175	5856	8728	6989	8917	7331	5212	0	0
FFQ	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	13	84	175	559	1066	2181	5239	8673	6547	10854	7825	4154	2623	0	0
FFQ	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	19	114	209	632	1104	2197	3239	6143	8557	6753	8919	7070	5030	0	0
FFQ	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	13	25	135	237	664	1234	2263	3380	5860	8613	6539	8731	7213	5086	0	0
FFQ	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	24	145	266	712	1245	2399	3237	5873	8466	6543	8822	7156	5103	0	0
FFQ	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	10	30	169	268	772	1333	2388	3373	5882	8591	6433	8712	7138	4896	0	0
FFQ	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	17	48	210	323	863	1426	2406	3425	5895	8537	6515	8424	7079	4824	0	0
FFQ	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	18	55	240	362	865	1484	2452	3593	5901	8271	6509	8558	7051	4633	0	0
FFQ	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	14	63	283	425	968	1591	2535	5520	8637	6022	10349	7570	3909	2106	0	0
FFQ	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	24	74	313	463	933	1578	2622	3447	5896	8371	6376	8347	6872	4674	0	0
FFQ	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	88	340	530	1028	1665	2566	3584	5762	8213	6040	8373	7035	4745	0	0
FFQ	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	11	28	119	359	497	1071	1666	2597	3384	5834	8283	6105	8451	7041	4546	0	0
FFQ	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	19	46	105	424	596	1169	1874	2721	3398	5622	8130	6072	8267	6894	4658	0	0
FFQ	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	44	142	461	596	1179	1802	2715	3500	5720	8032	6082	8366	6780	4555	0	0
FFQ	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	27	37	169	574	698	1193	1825	2682	3554	5666	8013	6008	8185	6847	4517	0	0
FFQ	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	21	55	168	512	733	1271	1982	2840	3418	5655	8058	5904	8159	6867	4353	0	0
FFQ	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	33	74	191	621	754	1413	1868	2864	3401	5648	8060	5712	8180	6747	4429	0	0
FFQ	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	32	85	193	678	786	1325	1925	2823	3545	5476	7924	5906	8190	6805	4303	0	0
FFQ	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	45	81	245	735	844	1430	2064	2794	3365	5457	7983	5675	8075	6824	4374	0	0
FFQ	56	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	11	54	100	221	751	901	1441	2068	2838	3406	5501	7805	5595	8290	6619	4397	0	0
FFQ	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	53	104	245	758	927	1524	2058	2868	3359	5488	7897	5556	8276	6593	4281	0	0
FFQ	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	65	172	270	887	961	1564	2103	2830	3552	5438	7670	5562	7975	6840	4099	0	0
FFQ	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	60	144	319	909	1032	1623	2134	2921	3413	5288	7702	5479	7955	6757	4253	0	0
FFQ	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	82	162	325	984	1067	1538	2152	2878	3433	5360	7614	5415	8101	6730	4146	0	0
FFQ	61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	21	106	206	351	1063	1059	1644	2273	2838	3436	5257	7623	5281	7938	6684	4214	0	0
