# This file was produced by samtools stats (1.10+htslib-1.10.2) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats results/recal/A-1.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	dfafb0e7	3d6d9ff0	75b5bb97
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	100000
SN	filtered sequences:	0
SN	sequences:	100000
SN	is sorted:	1
SN	1st fragments:	50000
SN	last fragments:	50000
SN	reads mapped:	100000
SN	reads mapped and paired:	100000	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	99994	# proper-pair bit set
SN	reads paired:	100000	# paired-end technology bit set
SN	reads duplicated:	4	# PCR or optical duplicate bit set
SN	reads MQ0:	4047	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	9998959	# ignores clipping
SN	total first fragment length:	4999468	# ignores clipping
SN	total last fragment length:	4999491	# ignores clipping
SN	bases mapped:	9998959	# ignores clipping
SN	bases mapped (cigar):	9998279	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	400
SN	mismatches:	41691	# from NM fields
SN	error rate:	4.169818e-03	# mismatches / bases mapped (cigar)
SN	average length:	99
SN	average first fragment length:	100
SN	average last fragment length:	100
SN	maximum length:	100
SN	maximum first fragment length:	100
SN	maximum last fragment length:	100
SN	average quality:	26.1
SN	insert size average:	298.7
SN	insert size standard deviation:	29.1
SN	inward oriented pairs:	49999
SN	outward oriented pairs:	1
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	14	24813	0	0	25167	0	0	0	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2031	5776	1613	6689	6899	9436	3521	11201	2833	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	7	11	2061	5695	1529	7977	12676	6112	11214	2712	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	12	2027	5623	1611	8064	12537	6143	11241	2732	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	8	2006	5845	1700	6974	7102	9285	3485	10865	2721	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	5	6	6	2053	6323	1975	8468	12053	6078	10471	2557	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	1959	5817	2660	8395	12793	6166	9779	2418	0	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	5	4	2035	5882	3226	7549	8550	8619	2853	8937	2333	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	7	11	14	2471	7607	3835	13862	8870	11100	2220	0	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	10	22	2812	7847	4137	13799	8811	10583	1971	0	0
FFQ	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	13	12	605	2583	8757	4056	13494	8781	9840	1853	0	0
FFQ	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	9	20	100	3212	8734	3824	10360	10567	4690	6815	1663	0
